paraphrase idx,t0_3b_acc,t0pp_acc,falcon-7b-instruct_acc,mpt-7b-instruct_acc,alpaca-7b_acc,alpaca-13b_acc,flan-t5-small_acc,flan-t5-base_acc,flan-t5-large_acc,flan-t5-xl_acc,flan-t5-xxl_acc,airoboros-13b_acc,nous-hermes-13b_acc,ultralm-13b_acc,vicuna-13b_acc,minotaur-15b_acc
207,0.04,0.5,0.52,0.42,0.37,0.66,0.52,0.53,0.55,0.52,0.52,0.0,0.52,0.05,0.65,0.45
208,0.14,0.54,0.29,0.15,0.31,0.48,0.38,0.08,0.14,0.0,0.49,0.2,0.23,0.06,0.41,0.0
209,0.23,0.54,0.44,0.27,0.49,0.61,0.62,0.52,0.51,0.55,0.54,0.0,0.45,0.02,0.58,0.0
210,0.16,0.55,0.22,0.2,0.03,0.43,0.46,0.09,0.45,0.5,0.48,0.01,0.25,0.18,0.41,0.31
211,0.01,0.0,0.03,0.16,0.0,0.0,0.52,0.14,0.04,0.0,0.0,0.03,0.38,0.0,0.0,0.13
212,0.0,0.0,0.24,0.4,0.06,0.25,0.25,0.03,0.0,0.23,0.03,0.27,0.52,0.19,0.47,0.33
213,0.08,0.54,0.45,0.34,0.37,0.42,0.44,0.1,0.55,0.48,0.51,0.53,0.46,0.12,0.43,0.39
214,0.0,0.01,0.33,0.53,0.36,0.4,0.15,0.08,0.03,0.06,0.32,0.43,0.47,0.21,0.47,0.17
215,0.13,0.51,0.32,0.23,0.41,0.36,0.5,0.29,0.5,0.0,0.51,0.01,0.08,0.03,0.26,0.0
216,0.16,0.5,0.02,0.37,0.27,0.38,0.12,0.06,0.37,0.0,0.5,0.17,0.03,0.08,0.02,0.0
217,0.18,0.57,0.44,0.3,0.42,0.46,0.29,0.22,0.47,0.02,0.5,0.0,0.43,0.04,0.49,0.0
218,0.14,0.53,0.49,0.41,0.37,0.53,0.55,0.51,0.49,0.1,0.51,0.0,0.17,0.03,0.44,0.0
219,0.08,0.54,0.5,0.33,0.49,0.56,0.6,0.54,0.49,0.49,0.51,0.0,0.29,0.0,0.55,0.0
220,0.24,0.55,0.08,0.53,0.32,0.44,0.08,0.4,0.46,0.0,0.48,0.0,0.25,0.05,0.2,0.0
221,0.16,0.57,0.51,0.29,0.54,0.59,0.58,0.54,0.47,0.54,0.52,0.0,0.46,0.0,0.51,0.0
222,0.18,0.55,0.54,0.29,0.54,0.56,0.56,0.55,0.51,0.49,0.52,0.0,0.45,0.01,0.48,0.01
223,0.17,0.55,0.44,0.4,0.4,0.49,0.47,0.48,0.4,0.01,0.49,0.04,0.47,0.11,0.5,0.0
224,0.1,0.54,0.5,0.31,0.54,0.6,0.38,0.34,0.48,0.52,0.52,0.0,0.47,0.0,0.48,0.0
225,0.14,0.57,0.44,0.39,0.39,0.57,0.56,0.52,0.47,0.21,0.51,0.0,0.13,0.02,0.46,0.0
226,0.18,0.55,0.5,0.3,0.47,0.52,0.5,0.44,0.51,0.5,0.53,0.0,0.51,0.04,0.54,0.0
227,0.09,0.51,0.4,0.26,0.44,0.47,0.46,0.36,0.46,0.51,0.51,0.5,0.35,0.26,0.47,0.2
228,0.11,0.49,0.46,0.23,0.44,0.49,0.49,0.42,0.49,0.47,0.5,0.16,0.42,0.16,0.44,0.18
229,0.09,0.57,0.42,0.3,0.42,0.5,0.41,0.06,0.32,0.0,0.52,0.24,0.24,0.04,0.34,0.0
230,0.35,0.57,0.16,0.3,0.46,0.45,0.29,0.57,0.41,0.0,0.51,0.0,0.16,0.0,0.2,0.0
231,0.1,0.53,0.43,0.24,0.38,0.43,0.46,0.23,0.5,0.52,0.51,0.49,0.38,0.26,0.46,0.24
232,0.17,0.55,0.33,0.16,0.32,0.43,0.48,0.09,0.46,0.0,0.53,0.45,0.27,0.04,0.32,0.0
233,0.17,0.52,0.37,0.43,0.41,0.39,0.53,0.5,0.39,0.01,0.49,0.02,0.36,0.11,0.45,0.0
234,0.45,0.51,0.0,0.02,0.45,0.46,0.22,0.56,0.52,0.49,0.52,0.0,0.32,0.0,0.35,0.0
