paraphrase idx,t0_3b_acc,t0pp_acc,falcon-7b-instruct_acc,mpt-7b-instruct_acc,alpaca-7b_acc,alpaca-13b_acc,flan-t5-small_acc,flan-t5-base_acc,flan-t5-large_acc,flan-t5-xl_acc,flan-t5-xxl_acc,airoboros-13b_acc,nous-hermes-13b_acc,ultralm-13b_acc,vicuna-13b_acc,minotaur-15b_acc
207,0.48,0.54,0.02,0.41,0.28,0.69,0.42,0.55,0.52,0.65,0.75,0.5,0.01,0.12,0.1,0.37
208,0.46,0.57,0.25,0.36,0.28,0.44,0.51,0.61,0.58,0.62,0.75,0.02,0.38,0.14,0.35,0.16
209,0.44,0.54,0.0,0.5,0.0,0.02,0.5,0.18,0.57,0.72,0.52,0.21,0.04,0.17,0.0,0.18
210,0.3,0.56,0.61,0.43,0.69,0.65,0.52,0.43,0.63,0.66,0.77,0.0,0.53,0.14,0.63,0.0
211,0.19,0.58,0.64,0.54,0.62,0.62,0.31,0.27,0.46,0.03,0.74,0.24,0.62,0.08,0.5,0.0
212,0.16,0.58,0.61,0.47,0.62,0.64,0.37,0.53,0.63,0.28,0.78,0.0,0.0,0.07,0.63,0.0
213,0.16,0.59,0.56,0.49,0.65,0.65,0.32,0.49,0.64,0.23,0.76,0.0,0.0,0.08,0.5,0.0
214,0.26,0.54,0.0,0.24,0.01,0.31,0.11,0.0,0.0,0.0,0.0,0.19,0.36,0.33,0.03,0.03
215,0.25,0.55,0.62,0.41,0.59,0.61,0.52,0.34,0.3,0.24,0.78,0.04,0.11,0.42,0.46,0.0
216,0.32,0.44,0.06,0.37,0.27,0.37,0.01,0.37,0.47,0.73,0.01,0.05,0.03,0.64,0.38,0.43
217,0.27,0.63,0.65,0.57,0.6,0.66,0.53,0.47,0.65,0.76,0.76,0.33,0.66,0.6,0.76,0.71
218,0.16,0.58,0.65,0.54,0.63,0.6,0.56,0.5,0.63,0.15,0.75,0.0,0.0,0.02,0.62,0.0
219,0.26,0.55,0.65,0.47,0.5,0.65,0.42,0.48,0.63,0.77,0.77,0.26,0.65,0.55,0.74,0.73
220,0.33,0.54,0.64,0.33,0.63,0.72,0.39,0.12,0.06,0.0,0.78,0.05,0.03,0.15,0.56,0.0
221,0.46,0.53,0.44,0.58,0.55,0.52,0.36,0.44,0.49,0.66,0.73,0.14,0.75,0.23,0.71,0.45
222,0.08,0.5,0.7,0.43,0.55,0.64,0.57,0.05,0.36,0.0,0.73,0.01,0.23,0.06,0.58,0.0
223,0.15,0.56,0.68,0.39,0.66,0.66,0.55,0.03,0.41,0.0,0.74,0.0,0.27,0.06,0.64,0.0
224,0.27,0.57,0.05,0.34,0.01,0.42,0.54,0.23,0.64,0.65,0.73,0.38,0.64,0.61,0.09,0.36
225,0.16,0.41,0.05,0.13,0.49,0.26,0.26,0.49,0.2,0.48,0.0,0.3,0.0,0.01,0.27,0.0
226,0.49,0.49,0.0,0.0,0.0,0.0,0.2,0.33,0.53,0.66,0.68,0.0,0.0,0.0,0.0,0.0
227,0.03,0.1,0.0,0.0,0.0,0.02,0.09,0.17,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
228,0.02,0.26,0.03,0.13,0.02,0.34,0.49,0.35,0.14,0.17,0.0,0.04,0.0,0.0,0.33,0.0
229,0.01,0.24,0.12,0.19,0.08,0.28,0.53,0.13,0.14,0.13,0.0,0.08,0.0,0.01,0.31,0.0
230,0.31,0.22,0.0,0.0,0.0,0.0,0.08,0.23,0.18,0.07,0.33,0.0,0.0,0.0,0.0,0.0
231,0.28,0.39,0.41,0.63,0.45,0.48,0.01,0.09,0.15,0.46,0.37,0.64,0.62,0.17,0.62,0.62
232,0.22,0.59,0.65,0.4,0.62,0.65,0.54,0.45,0.55,0.66,0.74,0.0,0.34,0.09,0.77,0.0
233,0.41,0.69,0.59,0.28,0.61,0.54,0.35,0.51,0.59,0.48,0.71,0.0,0.56,0.0,0.06,0.4
234,0.21,0.35,0.31,0.45,0.45,0.4,0.01,0.21,0.47,0.47,0.73,0.59,0.56,0.42,0.66,0.58
235,0.47,0.55,0.0,0.29,0.0,0.0,0.21,0.31,0.0,0.69,0.52,0.25,0.6,0.08,0.0,0.01
236,0.14,0.29,0.14,0.5,0.39,0.52,0.13,0.05,0.11,0.4,0.03,0.11,0.0,0.0,0.6,0.0
237,0.22,0.53,0.47,0.26,0.21,0.47,0.53,0.4,0.7,0.7,0.74,0.3,0.59,0.43,0.43,0.12
