paraphrase idx,t0_3b_acc,t0pp_acc,falcon-7b-instruct_acc,mpt-7b-instruct_acc,alpaca-7b_acc,alpaca-13b_acc,flan-t5-small_acc,flan-t5-base_acc,flan-t5-large_acc,flan-t5-xl_acc,flan-t5-xxl_acc,airoboros-13b_acc,nous-hermes-13b_acc,ultralm-13b_acc,vicuna-13b_acc,minotaur-15b_acc
207,0.07,0.35,0.34,0.43,0.52,0.52,0.3,0.34,0.36,0.58,0.52,0.0,0.43,0.0,0.71,0.01
208,0.43,0.53,0.14,0.47,0.37,0.53,0.41,0.42,0.46,0.65,0.59,0.02,0.09,0.0,0.74,0.0
209,0.1,0.37,0.22,0.16,0.36,0.48,0.03,0.01,0.06,0.28,0.6,0.0,0.05,0.0,0.53,0.01
210,0.1,0.43,0.04,0.06,0.02,0.22,0.21,0.11,0.52,0.48,0.53,0.0,0.0,0.0,0.26,0.0
211,0.58,0.5,0.0,0.13,0.3,0.42,0.49,0.5,0.49,0.55,0.53,0.46,0.37,0.0,0.0,0.01
212,0.05,0.44,0.13,0.06,0.0,0.06,0.22,0.21,0.43,0.45,0.11,0.0,0.0,0.0,0.01,0.0
213,0.42,0.55,0.44,0.47,0.46,0.51,0.01,0.42,0.44,0.63,0.55,0.33,0.53,0.0,0.7,0.07
214,0.21,0.52,0.44,0.06,0.51,0.42,0.48,0.51,0.48,0.58,0.53,0.0,0.0,0.0,0.6,0.0
215,0.11,0.45,0.14,0.25,0.38,0.51,0.18,0.4,0.37,0.61,0.59,0.01,0.04,0.0,0.58,0.01
216,0.4,0.54,0.32,0.52,0.22,0.35,0.17,0.54,0.51,0.55,0.49,0.21,0.33,0.02,0.16,0.0
217,0.01,0.29,0.19,0.03,0.1,0.21,0.33,0.38,0.48,0.53,0.27,0.02,0.05,0.0,0.48,0.02
218,0.09,0.13,0.0,0.0,0.0,0.0,0.49,0.55,0.48,0.55,0.62,0.0,0.0,0.0,0.0,0.0
219,0.5,0.54,0.45,0.5,0.47,0.48,0.38,0.48,0.46,0.6,0.55,0.22,0.44,0.0,0.71,0.05
220,0.46,0.53,0.43,0.5,0.48,0.54,0.34,0.46,0.54,0.62,0.5,0.2,0.28,0.0,0.71,0.06
221,0.41,0.51,0.3,0.51,0.49,0.52,0.44,0.45,0.48,0.6,0.54,0.45,0.16,0.0,0.72,0.02
222,0.26,0.14,0.0,0.03,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0
223,0.01,0.43,0.23,0.25,0.24,0.52,0.51,0.46,0.41,0.55,0.55,0.0,0.36,0.0,0.55,0.0
224,0.25,0.46,0.22,0.28,0.54,0.62,0.12,0.4,0.2,0.59,0.61,0.0,0.07,0.0,0.52,0.0
225,0.1,0.39,0.31,0.34,0.51,0.55,0.32,0.51,0.43,0.59,0.61,0.01,0.33,0.0,0.56,0.0
226,0.58,0.48,0.46,0.44,0.34,0.55,0.51,0.48,0.51,0.59,0.53,0.38,0.42,0.01,0.51,0.01
227,0.61,0.53,0.51,0.43,0.37,0.56,0.48,0.43,0.44,0.56,0.54,0.5,0.39,0.0,0.71,0.01
228,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0
229,0.05,0.5,0.33,0.49,0.38,0.44,0.23,0.39,0.39,0.58,0.62,0.08,0.42,0.0,0.65,0.04
230,0.44,0.53,0.33,0.49,0.42,0.51,0.43,0.47,0.46,0.61,0.58,0.43,0.3,0.01,0.55,0.01
231,0.44,0.52,0.25,0.54,0.44,0.55,0.45,0.45,0.47,0.65,0.61,0.41,0.14,0.0,0.71,0.03
232,0.22,0.49,0.08,0.33,0.2,0.49,0.11,0.31,0.38,0.58,0.58,0.0,0.09,0.0,0.09,0.0
233,0.34,0.44,0.33,0.26,0.35,0.59,0.32,0.49,0.49,0.58,0.51,0.0,0.11,0.0,0.6,0.0
234,0.18,0.42,0.09,0.39,0.39,0.54,0.46,0.42,0.48,0.6,0.53,0.0,0.09,0.01,0.58,0.0
235,0.51,0.49,0.4,0.44,0.38,0.52,0.51,0.5,0.51,0.55,0.59,0.09,0.31,0.02,0.49,0.0
236,0.3,0.37,0.29,0.46,0.31,0.55,0.44,0.39,0.12,0.59,0.47,0.29,0.17,0.03,0.48,0.0
237,0.55,0.48,0.74,0.49,0.4,0.47,0.47,0.47,0.46,0.63,0.5,0.13,0.42,0.04,0.69,0.03
238,0.18,0.48,0.43,0.08,0.52,0.39,0.5,0.52,0.52,0.62,0.6,0.01,0.0,0.0,0.56,0.0
239,0.57,0.47,0.41,0.49,0.44,0.52,0.43,0.44,0.54,0.56,0.55,0.28,0.41,0.05,0.52,0.01
240,0.51,0.47,0.0,0.11,0.0,0.0,0.45,0.57,0.48,0.56,0.46,0.07,0.07,0.0,0.0,0.0
241,0.17,0.5,0.44,0.08,0.47,0.35,0.43,0.48,0.47,0.58,0.54,0.0,0.0,0.0,0.52,0.01
242,0.1,0.43,0.43,0.37,0.6,0.51,0.44,0.48,0.46,0.57,0.58,0.02,0.09,0.0,0.54,0.02
243,0.46,0.47,0.28,0.54,0.41,0.47,0.09,0.54,0.47,0.55,0.54,0.36,0.2,0.0,0.55,0.0
244,0.38,0.55,0.14,0.45,0.36,0.48,0.43,0.4,0.46,0.63,0.57,0.0,0.12,0.01,0.69,0.0
245,0.16,0.47,0.08,0.18,0.31,0.32,0.23,0.07,0.52,0.52,0.5,0.01,0.0,0.0,0.34,0.0
