paraphrase idx,t0_3b_acc,t0pp_acc,falcon-7b-instruct_acc,mpt-7b-instruct_acc,alpaca-7b_acc,alpaca-13b_acc,flan-t5-small_acc,flan-t5-base_acc,flan-t5-large_acc,flan-t5-xl_acc,flan-t5-xxl_acc,airoboros-13b_acc,nous-hermes-13b_acc,ultralm-13b_acc,vicuna-13b_acc,minotaur-15b_acc
207,0.17,0.35,0.31,0.32,0.43,0.54,0.5,0.56,0.55,0.49,0.52,0.0,0.23,0.0,0.83,0.0
208,0.11,0.18,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209,0.11,0.41,0.24,0.1,0.52,0.42,0.29,0.47,0.41,0.54,0.44,0.0,0.48,0.0,0.48,0.0
210,0.16,0.37,0.19,0.22,0.27,0.43,0.4,0.5,0.55,0.52,0.53,0.0,0.04,0.0,0.78,0.0
211,0.22,0.47,0.22,0.3,0.26,0.15,0.32,0.27,0.37,0.52,0.82,0.0,0.43,0.0,0.28,0.0
212,0.49,0.49,0.08,0.23,0.3,0.31,0.47,0.55,0.44,0.56,0.64,0.0,0.07,0.0,0.58,0.01
213,0.35,0.5,0.33,0.18,0.42,0.35,0.29,0.53,0.39,0.55,0.78,0.02,0.21,0.0,0.31,0.0
214,0.31,0.55,0.41,0.24,0.39,0.28,0.18,0.48,0.41,0.54,0.74,0.01,0.21,0.0,0.34,0.0
215,0.41,0.48,0.23,0.15,0.29,0.39,0.32,0.53,0.5,0.49,0.56,0.01,0.04,0.0,0.45,0.0
216,0.41,0.51,0.09,0.22,0.31,0.37,0.43,0.5,0.45,0.52,0.59,0.01,0.07,0.0,0.47,0.0
217,0.46,0.52,0.15,0.25,0.37,0.45,0.46,0.46,0.54,0.55,0.64,0.01,0.05,0.0,0.58,0.0
218,0.38,0.45,0.14,0.42,0.35,0.42,0.44,0.51,0.47,0.52,0.62,0.03,0.02,0.01,0.28,0.0
219,0.09,0.54,0.51,0.17,0.26,0.06,0.51,0.43,0.39,0.52,0.72,0.0,0.41,0.0,0.49,0.0
220,0.27,0.46,0.27,0.05,0.34,0.1,0.23,0.32,0.4,0.47,0.7,0.0,0.23,0.01,0.14,0.0
221,0.1,0.34,0.02,0.1,0.09,0.04,0.54,0.37,0.5,0.53,0.58,0.03,0.0,0.0,0.12,0.0
222,0.0,0.21,0.0,0.02,0.01,0.02,0.18,0.06,0.07,0.44,0.73,0.0,0.0,0.0,0.0,0.0
223,0.33,0.5,0.04,0.19,0.13,0.46,0.41,0.41,0.42,0.59,0.56,0.0,0.02,0.0,0.04,0.0
224,0.39,0.53,0.04,0.27,0.1,0.23,0.39,0.56,0.48,0.53,0.6,0.0,0.02,0.0,0.2,0.0
225,0.38,0.56,0.03,0.0,0.02,0.17,0.23,0.53,0.42,0.49,0.72,0.0,0.03,0.0,0.18,0.0
226,0.16,0.19,0.0,0.08,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0
227,0.21,0.3,0.2,0.09,0.6,0.61,0.09,0.0,0.06,0.04,0.18,0.0,0.0,0.0,0.77,0.0
228,0.07,0.43,0.14,0.42,0.18,0.33,0.52,0.2,0.55,0.51,0.62,0.01,0.0,0.0,0.27,0.0
229,0.49,0.43,0.6,0.39,0.65,0.48,0.0,0.41,0.48,0.57,0.74,0.23,0.2,0.0,0.49,0.0
230,0.1,0.46,0.0,0.04,0.02,0.02,0.06,0.4,0.44,0.52,0.67,0.0,0.0,0.0,0.02,0.0
231,0.1,0.45,0.1,0.02,0.33,0.37,0.33,0.29,0.5,0.46,0.5,0.0,0.16,0.0,0.68,0.0
232,0.2,0.39,0.32,0.46,0.49,0.54,0.09,0.41,0.14,0.53,0.78,0.01,0.23,0.0,0.45,0.0
233,0.22,0.45,0.5,0.44,0.48,0.55,0.26,0.44,0.4,0.44,0.76,0.21,0.11,0.0,0.38,0.0
234,0.16,0.3,0.06,0.03,0.08,0.16,0.55,0.42,0.31,0.5,0.57,0.0,0.0,0.0,0.29,0.0
235,0.03,0.42,0.01,0.0,0.07,0.16,0.05,0.4,0.18,0.58,0.76,0.0,0.0,0.0,0.02,0.0
236,0.47,0.5,0.66,0.39,0.57,0.48,0.24,0.35,0.42,0.51,0.74,0.08,0.22,0.0,0.61,0.0
237,0.09,0.45,0.06,0.35,0.0,0.19,0.05,0.4,0.26,0.55,0.72,0.0,0.0,0.0,0.0,0.0
238,0.14,0.42,0.15,0.48,0.01,0.15,0.09,0.44,0.2,0.59,0.68,0.02,0.0,0.0,0.0,0.0
239,0.49,0.58,0.7,0.43,0.8,0.55,0.43,0.55,0.45,0.61,0.75,0.03,0.69,0.02,0.88,0.07
240,0.17,0.44,0.01,0.05,0.0,0.08,0.07,0.4,0.44,0.55,0.6,0.0,0.01,0.0,0.17,0.0
241,0.15,0.44,0.33,0.02,0.45,0.44,0.1,0.48,0.41,0.54,0.75,0.0,0.23,0.0,0.58,0.0
242,0.54,0.46,0.54,0.42,0.58,0.37,0.39,0.54,0.43,0.59,0.77,0.35,0.44,0.04,0.75,0.03
243,0.26,0.37,0.1,0.14,0.0,0.08,0.58,0.57,0.36,0.58,0.62,0.0,0.0,0.0,0.44,0.0
244,0.47,0.49,0.54,0.37,0.73,0.61,0.52,0.53,0.54,0.58,0.77,0.35,0.23,0.0,0.85,0.0
245,0.44,0.47,0.58,0.32,0.69,0.53,0.56,0.55,0.44,0.62,0.76,0.43,0.21,0.0,0.85,0.0
246,0.18,0.35,0.03,0.15,0.0,0.13,0.66,0.5,0.36,0.51,0.55,0.0,0.0,0.0,0.47,0.0
247,0.14,0.34,0.01,0.1,0.0,0.11,0.61,0.51,0.33,0.5,0.53,0.01,0.0,0.0,0.59,0.0
248,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.02,0.02,0.0,0.0,0.0
249,0.25,0.56,0.12,0.37,0.1,0.39,0.31,0.36,0.33,0.59,0.87,0.13,0.45,0.01,0.37,0.04
250,0.08,0.41,0.05,0.22,0.14,0.07,0.01,0.22,0.03,0.53,0.7,0.0,0.0,0.0,0.0,0.0
251,0.14,0.29,0.13,0.15,0.37,0.48,0.35,0.19,0.37,0.49,0.63,0.0,0.2,0.01,0.29,0.0
252,0.42,0.55,0.72,0.3,0.39,0.33,0.46,0.31,0.41,0.51,0.6,0.08,0.39,0.0,0.42,0.0
253,0.1,0.33,0.11,0.15,0.36,0.45,0.39,0.16,0.37,0.4,0.63,0.0,0.2,0.0,0.27,0.01
254,0.25,0.44,0.18,0.32,0.0,0.0,0.2,0.26,0.23,0.49,0.65,0.02,0.03,0.0,0.0,0.0
255,0.17,0.43,0.13,0.08,0.21,0.07,0.24,0.38,0.07,0.51,0.7,0.0,0.01,0.0,0.07,0.0
256,0.44,0.59,0.45,0.2,0.45,0.45,0.47,0.51,0.35,0.51,0.66,0.22,0.41,0.0,0.53,0.0
257,0.13,0.38,0.01,0.01,0.02,0.1,0.47,0.49,0.52,0.55,0.53,0.0,0.09,0.0,0.01,0.0
258,0.1,0.35,0.01,0.05,0.06,0.11,0.54,0.39,0.46,0.48,0.6,0.03,0.0,0.0,0.06,0.0
259,0.01,0.39,0.02,0.06,0.03,0.01,0.18,0.39,0.22,0.52,0.69,0.01,0.0,0.0,0.0,0.0
260,0.03,0.33,0.25,0.06,0.56,0.6,0.26,0.49,0.18,0.54,0.71,0.0,0.0,0.0,0.47,0.0
261,0.35,0.51,0.34,0.29,0.42,0.57,0.43,0.49,0.32,0.52,0.53,0.0,0.01,0.0,0.48,0.0
262,0.19,0.5,0.23,0.15,0.38,0.31,0.28,0.38,0.41,0.58,0.69,0.0,0.27,0.0,0.38,0.0
263,0.4,0.46,0.19,0.43,0.03,0.08,0.45,0.52,0.41,0.45,0.54,0.0,0.17,0.0,0.0,0.0
264,0.08,0.4,0.27,0.1,0.26,0.34,0.11,0.34,0.28,0.45,0.71,0.03,0.16,0.0,0.36,0.0
265,0.39,0.52,0.45,0.18,0.29,0.37,0.21,0.37,0.4,0.61,0.76,0.14,0.07,0.0,0.61,0.0
