paraphrase idx,t0_3b_acc,t0pp_acc,falcon-7b-instruct_acc,mpt-7b-instruct_acc,alpaca-7b_acc,alpaca-13b_acc,flan-t5-base_acc,flan-t5-small_acc,flan-t5-large_acc,flan-t5-xl_acc,flan-t5-xxl_acc,airoboros-13b_acc,nous-hermes-13b_acc,ultralm-13b_acc,vicuna-13b_acc,minotaur-15b_acc
207,0.56,0.66,0.4,0.37,0.57,0.56,0.56,0.56,0.56,0.56,0.77,0.48,0.98,0.56,0.59,0.87
208,0.56,0.68,0.55,0.33,0.56,0.56,0.56,0.56,0.56,0.56,0.77,0.54,0.95,0.56,0.67,0.84
209,0.57,0.65,0.57,0.43,0.57,0.56,0.54,0.56,0.56,0.56,0.76,0.39,0.73,0.56,0.83,0.49
210,0.56,0.65,0.53,0.42,0.61,0.56,0.56,0.56,0.56,0.56,0.77,0.48,0.92,0.56,0.89,0.83
211,0.56,0.65,0.56,0.38,0.57,0.56,0.55,0.56,0.56,0.56,0.79,0.35,0.93,0.56,0.82,0.86
212,0.56,0.65,0.57,0.3,0.56,0.56,0.56,0.56,0.56,0.56,0.75,0.5,0.61,0.56,0.79,0.57
213,0.56,0.66,0.56,0.36,0.57,0.56,0.53,0.56,0.56,0.56,0.77,0.51,0.72,0.56,0.86,0.87
214,0.56,0.79,0.51,0.35,0.56,0.56,0.57,0.56,0.56,0.56,0.76,0.55,0.92,0.56,0.85,0.64
215,0.56,0.63,0.56,0.35,0.58,0.56,0.57,0.56,0.56,0.56,0.74,0.56,0.94,0.56,0.96,0.88
216,0.56,0.61,0.56,0.43,0.56,0.56,0.51,0.55,0.56,0.56,0.68,0.3,0.87,0.56,0.8,0.82
217,0.55,0.64,0.57,0.43,0.57,0.56,0.54,0.58,0.56,0.56,0.74,0.52,0.96,0.56,0.91,0.9
218,0.56,0.83,0.21,0.5,0.66,0.46,0.55,0.57,0.61,0.56,0.03,0.0,0.77,0.55,0.13,0.38
219,0.7,0.97,0.56,0.36,0.56,0.56,0.43,0.55,0.49,0.83,0.91,0.2,0.07,0.28,0.0,0.0
220,0.69,0.89,0.55,0.54,0.53,0.56,0.52,0.57,0.56,0.65,0.87,0.35,0.65,0.56,0.56,0.54
221,0.63,0.82,0.5,0.56,0.52,0.56,0.5,0.56,0.56,0.56,0.81,0.56,0.6,0.56,0.56,0.6
222,0.65,0.83,0.46,0.54,0.48,0.56,0.51,0.56,0.56,0.56,0.8,0.56,0.48,0.56,0.56,0.63
223,0.61,0.87,0.41,0.55,0.53,0.56,0.47,0.55,0.56,0.56,0.82,0.54,0.69,0.56,0.56,0.64
224,0.64,0.98,0.56,0.52,0.56,0.57,0.54,0.56,0.57,0.85,0.86,0.54,0.42,0.56,0.1,0.79
225,0.76,0.93,0.56,0.45,0.56,0.56,0.52,0.72,0.56,0.88,0.92,0.56,0.45,0.56,0.24,0.74
226,0.75,0.73,0.34,0.29,0.56,0.58,0.48,0.58,0.56,0.71,0.99,0.15,0.48,0.55,0.01,0.1
227,0.64,0.79,0.57,0.56,0.6,0.38,0.56,0.56,0.57,0.65,0.88,0.13,0.27,0.56,0.38,0.24
228,0.73,0.94,0.56,0.51,0.56,0.56,0.54,0.58,0.56,0.65,0.9,0.54,0.57,0.56,0.56,0.47
229,0.64,0.94,0.56,0.48,0.56,0.56,0.43,0.55,0.56,0.61,0.84,0.56,0.72,0.56,0.56,0.65
230,0.56,0.79,0.25,0.56,0.0,0.0,0.54,0.58,0.56,0.78,0.98,0.53,0.61,0.56,0.0,0.56
231,0.01,0.59,0.0,0.25,0.0,0.0,0.05,0.56,0.56,0.59,0.97,0.08,0.56,0.47,0.0,0.5
232,0.57,0.55,0.54,0.44,0.56,0.56,0.52,0.55,0.56,0.66,0.95,0.58,0.45,0.56,0.5,0.53
233,0.67,0.95,0.51,0.39,0.56,0.56,0.52,0.56,0.56,0.63,0.93,0.56,0.8,0.56,0.56,0.59
234,0.61,0.7,0.0,0.44,0.0,0.0,0.45,0.44,0.45,0.44,0.44,0.21,0.02,0.38,0.0,0.0
235,0.63,0.92,0.55,0.49,0.56,0.56,0.55,0.56,0.56,0.63,0.81,0.56,0.72,0.56,0.56,0.63
236,0.01,0.55,0.0,0.28,0.0,0.0,0.06,0.51,0.54,0.58,0.97,0.09,0.56,0.43,0.0,0.44
237,0.61,0.74,0.55,0.34,0.55,0.56,0.51,0.59,0.56,0.68,0.97,0.56,0.62,0.56,0.56,0.62
238,0.01,0.48,0.0,0.26,0.0,0.0,0.02,0.49,0.42,0.58,0.97,0.1,0.56,0.48,0.0,0.51
239,0.02,0.55,0.0,0.25,0.0,0.01,0.02,0.21,0.56,0.57,0.96,0.08,0.56,0.43,0.0,0.47
240,0.6,0.99,0.56,0.48,0.71,0.57,0.64,0.58,0.58,0.86,0.9,0.79,0.53,0.56,0.93,0.79
241,0.62,0.97,0.57,0.31,0.56,0.56,0.44,0.48,0.49,0.83,0.92,0.54,0.44,0.55,0.0,0.77
242,0.67,0.98,0.55,0.49,0.56,0.56,0.65,0.66,0.57,0.86,0.91,0.62,0.66,0.56,0.21,0.75
243,0.56,0.63,0.56,0.44,0.56,0.56,0.56,0.55,0.56,0.56,0.76,0.55,0.87,0.56,0.75,0.83
244,0.72,0.96,0.54,0.47,0.56,0.56,0.52,0.59,0.62,0.91,0.98,0.67,0.83,0.57,0.01,0.9
245,0.56,0.69,0.54,0.42,0.56,0.56,0.56,0.55,0.56,0.57,0.78,0.52,0.94,0.56,0.69,0.88
246,0.0,0.6,0.0,0.22,0.03,0.29,0.0,0.19,0.42,0.86,0.94,0.02,0.9,0.24,0.0,0.16
247,0.56,0.7,0.54,0.39,0.56,0.56,0.58,0.56,0.56,0.56,0.77,0.56,0.68,0.56,0.59,0.59
248,0.56,0.61,0.53,0.45,0.56,0.56,0.57,0.56,0.56,0.56,0.75,0.56,0.81,0.56,0.74,0.86
249,0.69,0.96,0.56,0.49,0.56,0.56,0.51,0.65,0.58,0.9,0.91,0.58,0.47,0.57,0.76,0.7
250,0.56,0.66,0.56,0.43,0.56,0.56,0.53,0.56,0.56,0.56,0.76,0.56,0.93,0.56,0.8,0.79
251,0.56,0.74,0.56,0.39,0.57,0.56,0.52,0.56,0.56,0.56,0.73,0.56,0.77,0.56,0.94,0.81
252,0.56,0.65,0.55,0.48,0.56,0.56,0.54,0.58,0.56,0.56,0.79,0.58,0.98,0.56,0.8,0.78
253,0.56,0.64,0.56,0.48,0.56,0.56,0.56,0.57,0.56,0.56,0.82,0.56,0.92,0.56,0.78,0.85
254,0.56,0.62,0.56,0.38,0.56,0.56,0.55,0.56,0.56,0.56,0.77,0.34,0.95,0.56,0.91,0.85
255,0.56,0.61,0.56,0.4,0.57,0.56,0.6,0.56,0.56,0.56,0.76,0.5,0.92,0.56,0.85,0.85
256,0.56,0.63,0.55,0.5,0.56,0.56,0.51,0.56,0.56,0.56,0.77,0.56,0.92,0.56,0.76,0.85
257,0.56,0.69,0.56,0.42,0.56,0.56,0.56,0.56,0.56,0.58,0.78,0.03,0.8,0.56,0.85,0.0
258,0.0,0.11,0.55,0.01,0.55,0.56,0.0,0.01,0.0,0.76,0.71,0.0,0.0,0.07,0.0,0.0
