paraphrase idx,t0_3b_acc,t0pp_acc,falcon-7b-instruct_acc,mpt-7b-instruct_acc,alpaca-7b_acc,alpaca-13b_acc,flan-t5-small_acc,flan-t5-base_acc,flan-t5-large_acc,flan-t5-xl_acc,flan-t5-xxl_acc,airoboros-13b_acc,nous-hermes-13b_acc,ultralm-13b_acc,vicuna-13b_acc,minotaur-15b_acc
207,0.36,0.56,0.54,0.33,0.52,0.55,0.45,0.41,0.5,0.64,0.69,0.17,0.51,0.06,0.15,0.19
208,0.02,0.05,0.0,0.03,0.02,0.29,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0
209,0.37,0.28,0.0,0.0,0.0,0.02,0.03,0.23,0.05,0.2,0.0,0.0,0.0,0.0,0.0,0.0
210,0.12,0.52,0.22,0.44,0.17,0.44,0.47,0.15,0.44,0.62,0.66,0.06,0.48,0.21,0.13,0.17
211,0.37,0.56,0.57,0.48,0.55,0.67,0.51,0.41,0.46,0.67,0.7,0.26,0.6,0.38,0.78,0.67
212,0.13,0.44,0.44,0.49,0.55,0.55,0.48,0.39,0.47,0.65,0.7,0.45,0.58,0.49,0.48,0.72
213,0.12,0.53,0.22,0.36,0.28,0.46,0.48,0.15,0.46,0.61,0.68,0.21,0.53,0.19,0.19,0.14
214,0.49,0.46,0.27,0.44,0.42,0.18,0.51,0.46,0.49,0.5,0.77,0.48,0.51,0.48,0.35,0.37
215,0.13,0.13,0.34,0.54,0.36,0.21,0.23,0.2,0.45,0.41,0.42,0.42,0.54,0.57,0.5,0.5
216,0.13,0.5,0.0,0.35,0.02,0.34,0.32,0.08,0.43,0.65,0.75,0.39,0.34,0.53,0.11,0.34
217,0.19,0.48,0.14,0.41,0.28,0.42,0.45,0.38,0.42,0.63,0.74,0.25,0.52,0.13,0.18,0.27
218,0.13,0.49,0.07,0.46,0.16,0.41,0.49,0.16,0.47,0.64,0.72,0.23,0.55,0.17,0.13,0.21
219,0.06,0.38,0.46,0.3,0.44,0.54,0.45,0.07,0.39,0.0,0.66,0.01,0.33,0.0,0.47,0.0
220,0.29,0.48,0.57,0.41,0.53,0.59,0.49,0.39,0.51,0.6,0.67,0.27,0.54,0.29,0.59,0.53
221,0.07,0.46,0.46,0.27,0.59,0.58,0.36,0.09,0.46,0.61,0.58,0.01,0.49,0.03,0.51,0.0
222,0.47,0.5,0.49,0.4,0.53,0.58,0.36,0.37,0.44,0.65,0.73,0.0,0.09,0.0,0.63,0.0
223,0.37,0.55,0.54,0.46,0.61,0.66,0.46,0.37,0.43,0.55,0.63,0.31,0.36,0.33,0.7,0.71
224,0.15,0.48,0.49,0.43,0.46,0.45,0.5,0.3,0.47,0.63,0.68,0.39,0.51,0.13,0.23,0.08
225,0.12,0.49,0.03,0.36,0.19,0.43,0.25,0.37,0.45,0.6,0.71,0.4,0.25,0.06,0.22,0.06
226,0.45,0.5,0.1,0.48,0.37,0.15,0.05,0.42,0.4,0.42,0.32,0.11,0.0,0.01,0.43,0.0
227,0.15,0.45,0.0,0.08,0.16,0.15,0.43,0.09,0.0,0.45,0.26,0.08,0.01,0.0,0.32,0.01
228,0.27,0.01,0.0,0.06,0.0,0.02,0.13,0.07,0.2,0.21,0.08,0.03,0.05,0.15,0.0,0.5
229,0.01,0.04,0.31,0.29,0.2,0.19,0.01,0.0,0.02,0.47,0.55,0.47,0.53,0.46,0.53,0.53
230,0.02,0.17,0.13,0.25,0.12,0.35,0.44,0.07,0.15,0.14,0.0,0.11,0.0,0.0,0.37,0.01
231,0.0,0.05,0.24,0.27,0.23,0.22,0.01,0.04,0.07,0.51,0.6,0.46,0.58,0.46,0.59,0.63
232,0.35,0.01,0.22,0.52,0.01,0.05,0.46,0.33,0.2,0.0,0.0,0.43,0.0,0.0,0.0,0.01
233,0.15,0.22,0.05,0.14,0.31,0.01,0.49,0.3,0.08,0.56,0.0,0.07,0.0,0.0,0.09,0.0
234,0.5,0.54,0.51,0.27,0.58,0.54,0.45,0.4,0.48,0.57,0.54,0.16,0.36,0.02,0.62,0.01
235,0.52,0.5,0.54,0.22,0.54,0.53,0.45,0.43,0.57,0.55,0.53,0.1,0.07,0.03,0.6,0.01
236,0.4,0.47,0.56,0.36,0.48,0.51,0.29,0.43,0.46,0.63,0.69,0.0,0.45,0.0,0.14,0.01
237,0.15,0.42,0.49,0.34,0.58,0.54,0.45,0.2,0.48,0.64,0.65,0.01,0.56,0.02,0.55,0.01
238,0.53,0.5,0.31,0.47,0.44,0.38,0.45,0.43,0.48,0.53,0.75,0.66,0.32,0.56,0.58,0.48
239,0.04,0.21,0.0,0.0,0.0,0.0,0.0,0.06,0.47,0.03,0.02,0.0,0.0,0.0,0.0,0.0
240,0.08,0.12,0.0,0.0,0.0,0.0,0.0,0.07,0.51,0.08,0.02,0.0,0.0,0.0,0.0,0.0
